ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
C077,Masculino,19,Branco,Ensino Superior,RR,,Contabilidade,Analista Senior
53DC,Masculino,19,Branco,Ensino Superior,PE,4,Administrativo,Analista Senior
9643,Feminino,23,Preto,Ensino Superior,DF,3,Desenvolvimento de Produtos,Analista Pleno
56CE,Masculino,39,Pardo,Ensino Superior,SP,4,Desenvolvimento de Produtos,Gerente
7F70,Masculino,38,Pardo,Ensino Superior,PR,6,Vendas,Analista Senior
8493,Masculino,22,Branco,Mestrado,RS,6,Vendas,Analista Junior
FDBF,Masculino,37,Branco,Ensino Superior,MA,,Desenvolvimento de Produtos,Analista Junior
97BD,Masculino,28,Preto,Mestrado,MG,9,Desenvolvimento de Produtos,Analista Pleno
3530,Feminino,29,Branco,Pos graduacao,RO,4,Compras,Analista Senior
4D02,Masculino,48,Branco,Ensino Superior,PE,9,Contabilidade,Analista Junior
1421,Masculino,40,Pardo,Pos graduacao,RJ,7,Desenvolvimento de Produtos,Analista Junior
A96C,Masculino,46,Branco,Ensino Superior,PR,3,Compras,Analista Junior
9497,Masculino,20,Branco,Pos graduacao,MG,,Contabilidade,Analista Junior
CC93,Masculino,50,Branco,Ensino Medio,RO,11,Recursos Humanos,Analista Pleno
5745,Masculino,30,Pardo,Ensino Superior,SP,5,Vendas,Analista Junior
93AA,Masculino,33,Preto,Ensino Medio,SP,9,Recursos Humanos,Analista Junior
BE2A,Feminino,33,Pardo,Ensino Superior,CE,5,Recursos Humanos,Analista Senior
854D,Masculino,27,Preto,Ensino Superior,MA,3,Marketing,Analista Pleno
DF25,Feminino,26,Pardo,Ensino Superior,SC,5,Recursos Humanos,Analista Pleno
7910,Masculino,18,Preto,Ensino Superior,RS,,TI,Analista Pleno
4D7A,Masculino,33,Branco,Mestrado,RN,2,Recursos Humanos,Analista Pleno
0225,Masculino,33,Branco,Doutorado,RN,5,Administrativo,Analista Senior
4F1D,Masculino,48,Branco,Ensino Medio,ES,6,Desenvolvimento de Produtos,Gerente
5B1D,Masculino,23,Branco,Ensino Superior,AC,3,Vendas,Analista Pleno
DE45,Feminino,26,Pardo,Ensino Superior,ES,2,Marketing,Analista Pleno
A71B,Feminino,30,Pardo,Ensino Superior,AP,4,Vendas,Analista Senior
8C3C,Masculino,29,Branco,Ensino Superior,PE,5,Operacoes,Gerente
7DD2,Feminino,21,Pardo,Mestrado,RS,,TI,Analista Senior
5E60,Masculino,45,Preto,Ensino Superior,PA,10,Recursos Humanos,Analista Junior
C312,Masculino,23,Branco,Doutorado,RS,7,Recursos Humanos,Analista Pleno
D45E,Feminino,38,Branco,Ensino Medio,BA,2,Vendas,Gerente
8025,Feminino,19,Pardo,Ensino Superior,PA,4,Compras,Gerente
2DE6,Feminino,41,Branco,Ensino Superior,RJ,8,Administrativo,Analista Pleno
EF05,Masculino,18,Pardo,Ensino Medio,AP,,Compras,Estagiario
6C3B,Feminino,21,Pardo,Ensino Superior,MG,,Contabilidade,Analista Pleno
D0AC,Masculino,41,Branco,Mestrado,PR,3,Contabilidade,Analista Senior
B8FD,Masculino,30,Pardo,Ensino Superior,GO,0,Administrativo,Analista Junior
E8EF,Masculino,41,Branco,Ensino Medio,ES,11,Marketing,Analista Pleno
4AB5,Masculino,18,Branco,Doutorado,DF,0,Marketing,Analista Senior
E2FE,Masculino,40,Pardo,Ensino Superior,SP,7,Marketing,Gerente
1981,Masculino,31,Branco,Doutorado,PR,1,Administrativo,Gerente
188D,Feminino,32,Pardo,Doutorado,BA,,Operacoes,Gerente
DA18,Masculino,33,Branco,Doutorado,DF,5,Operacoes,Analista Senior
6675,Masculino,22,Pardo,Ensino Superior,SC,8,Operacoes,Analista Junior
0EAA,Masculino,26,Pardo,Ensino Superior,RN,5,TI,Analista Senior
FE63,Masculino,41,Branco,Ensino Superior,PA,0,Marketing,Analista Pleno
7190,Masculino,39,Branco,Mestrado,SP,5,Marketing,Analista Junior
3C92,Masculino,22,Pardo,Ensino Medio,PB,2,Administrativo,Analista Pleno
02A4,Masculino,25,Preto,Ensino Superior,MG,7,Recursos Humanos,Analista Senior
8D48,Masculino,31,Pardo,Ensino Superior,PI,7,Recursos Humanos,Analista Pleno
DC39,Masculino,44,Pardo,Ensino Superior,MG,5,Vendas,Analista Junior
7061,Masculino,25,Preto,Ensino Superior,DF,3,Marketing,Analista Pleno
041A,Masculino,43,Preto,Ensino Medio,SP,5,Compras,Analista Pleno
BF54,Feminino,36,Branco,Doutorado,MT,6,Recursos Humanos,Analista Pleno
F75A,Feminino,29,Branco,Ensino Superior,PI,5,Operacoes,Analista Senior
53B1,Feminino,22,Branco,Doutorado,AC,8,Administrativo,Analista Pleno
F7B6,Masculino,22,Branco,Ensino Superior,MG,6,Contabilidade,Analista Junior
7099,Feminino,31,Pardo,Pos graduacao,DF,,Contabilidade,Gerente
2E6E,Masculino,33,Preto,Ensino Superior,GO,5,Desenvolvimento de Produtos,Analista Senior
12E6,Masculino,31,Branco,Pos graduacao,AL,3,TI,Analista Senior
06CD,Masculino,43,Pardo,Doutorado,RR,3,Contabilidade,Gerente
8F8E,Feminino,28,Preto,Mestrado,MG,6,Compras,Analista Pleno
3E12,Masculino,34,Branco,Ensino Superior,DF,10,Operacoes,Analista Pleno
5C9E,Feminino,21,Pardo,Pos graduacao,MS,6,TI,Gerente
D788,Masculino,35,Branco,Ensino Superior,MG,10,Vendas,Analista Junior
A07F,Masculino,33,Pardo,Ensino Superior,MA,10,Marketing,Analista Pleno
752B,Masculino,18,Pardo,Ensino Superior,SP,,Vendas,Analista Senior
BE19,Masculino,41,Branco,Mestrado,PI,2,Contabilidade,Analista Junior
78DE,Feminino,19,Pardo,Doutorado,AC,5,Marketing,Gerente
E461,Masculino,20,Preto,Ensino Superior,TO,6,Vendas,Analista Junior
FEB4,Masculino,31,Branco,Ensino Superior,PR,1,Recursos Humanos,Analista Senior
3AA2,Masculino,30,Preto,Pos graduacao,RN,3,Contabilidade,Analista Junior
93A4,Masculino,55,Pardo,Ensino Superior,MG,7,Operacoes,Gerente
B1AB,Masculino,38,Pardo,Ensino Superior,ES,6,Contabilidade,Analista Junior
5BC1,Masculino,39,Branco,Doutorado,SP,3,Administrativo,Analista Junior
8F2F,Feminino,37,Branco,Mestrado,RO,7,Desenvolvimento de Produtos,Analista Junior
65AC,Masculino,22,Branco,Ensino Medio,MG,6,Contabilidade,Analista Junior
D93F,Masculino,30,Branco,Ensino Superior,PA,4,Operacoes,Analista Junior
014B,Masculino,38,Branco,Pos graduacao,RJ,3,Marketing,Analista Pleno
1BB9,Feminino,26,Branco,Ensino Superior,SP,7,Compras,Analista Junior
39B2,Masculino,36,Branco,Ensino Superior,RJ,9,Desenvolvimento de Produtos,Analista Pleno
D267,Masculino,19,Branco,Ensino Superior,RO,5,Administrativo,Analista Pleno
9C6B,Masculino,34,Pardo,Mestrado,RJ,,Recursos Humanos,Analista Pleno
41E7,Masculino,34,Pardo,Ensino Superior,SP,3,Contabilidade,Analista Junior
4B83,Masculino,74,Branco,Ensino Medio,RN,5,Recursos Humanos,Analista Junior
6119,Masculino,23,Pardo,Mestrado,MG,4,Administrativo,Analista Pleno
0DA1,Feminino,18,Preto,Ensino Superior,AL,,Contabilidade,Analista Junior
A985,Masculino,45,Pardo,Pos graduacao,BA,1,Vendas,Estagiario
BABF,Feminino,18,Pardo,Doutorado,RJ,,Recursos Humanos,Analista Pleno
94BA,Masculino,39,Pardo,Ensino Superior,MG,,TI,Analista Junior
CE5C,Masculino,24,Pardo,Ensino Medio,RN,8,Administrativo,Analista Pleno
9CD4,Masculino,34,Pardo,Ensino Superior,SC,,Contabilidade,Analista Pleno
4E03,Masculino,50,Branco,Ensino Superior,SC,4,Marketing,Analista Junior
73D7,Masculino,38,Pardo,Ensino Medio,RS,4,TI,Analista Junior
57B2,Feminino,22,Branco,Doutorado,SE,6,Recursos Humanos,Analista Pleno
108D,Masculino,46,Branco,Ensino Superior,MG,1,Contabilidade,Analista Junior
4A1B,Feminino,38,Preto,Ensino Superior,PE,9,Marketing,Analista Pleno
C405,Feminino,20,Pardo,Ensino Superior,RN,,Contabilidade,Gerente
5217,Masculino,37,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
370D,Masculino,34,Pardo,Pos graduacao,PI,1,Recursos Humanos,Estagiario
1120,Masculino,19,Pardo,Ensino Superior,BA,4,Operacoes,Analista Senior
E7DA,Masculino,22,Pardo,Ensino Superior,SP,5,Operacoes,Gerente
809E,Feminino,41,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
58BB,Masculino,37,Branco,Doutorado,PA,5,Desenvolvimento de Produtos,Analista Pleno
64A6,Masculino,28,Pardo,Ensino Superior,SE,4,Desenvolvimento de Produtos,Analista Junior
3221,Masculino,18,Pardo,Ensino Superior,AM,3,Desenvolvimento de Produtos,Gerente
AF51,Masculino,34,Branco,Pos graduacao,PR,7,Vendas,Analista Senior
DCA4,Masculino,39,Pardo,Ensino Medio,AL,7,Marketing,Analista Pleno
DF9E,Masculino,32,Branco,Ensino Superior,AP,12,Recursos Humanos,Analista Junior
39C0,Masculino,28,Branco,Mestrado,AL,0,Desenvolvimento de Produtos,Analista Junior
4FDD,Masculino,34,Branco,Ensino Superior,PR,8,Desenvolvimento de Produtos,Analista Pleno
D755,Masculino,22,Branco,Ensino Superior,SC,8,Vendas,Gerente
5F71,Feminino,20,Pardo,Pos graduacao,SP,,Compras,Analista Pleno
6A25,Masculino,22,Branco,Mestrado,GO,5,Administrativo,Analista Pleno
910A,Masculino,,Pardo,Ensino Superior,BA,2,Desenvolvimento de Produtos,Analista Pleno
CADB,Masculino,44,Preto,Mestrado,PR,3,Administrativo,Diretor
AAF7,Masculino,38,Pardo,Mestrado,MG,6,Operacoes,Analista Pleno
1556,Masculino,,Pardo,Ensino Superior,MT,8,TI,Analista Junior
A281,Masculino,27,Branco,Ensino Superior,SP,11,Contabilidade,Analista Senior
4FFD,Masculino,21,Pardo,Mestrado,RO,7,Administrativo,Analista Senior
D78E,Masculino,35,Branco,Ensino Superior,PA,8,Recursos Humanos,Analista Senior
6407,Masculino,39,Pardo,Mestrado,PE,7,Administrativo,Analista Junior
004E,Masculino,28,Pardo,Ensino Superior,SP,1,TI,Analista Pleno
AFDF,Feminino,30,Preto,Ensino Superior,PA,4,Desenvolvimento de Produtos,Analista Junior
2BC5,Feminino,38,Pardo,Ensino Superior,RJ,7,TI,Analista Pleno
DE80,Masculino,30,Branco,Pos graduacao,MG,9,TI,Analista Pleno
77E1,Feminino,22,Pardo,Mestrado,TO,,TI,Analista Junior
F6C0,Masculino,21,Pardo,Ensino Superior,RS,6,Contabilidade,Analista Senior
5D40,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Junior
BE6E,Masculino,31,Pardo,Ensino Superior,SP,1,Operacoes,Analista Junior
4C19,Masculino,38,Pardo,Pos graduacao,TO,3,Vendas,Analista Pleno
B669,Masculino,34,Branco,Ensino Superior,AC,6,TI,Gerente
E628,Masculino,37,Branco,Ensino Superior,MG,3,Contabilidade,Analista Junior
84DF,Masculino,27,Branco,Ensino Superior,PA,5,TI,Analista Pleno
74F6,Masculino,55,Branco,Pos graduacao,RJ,7,Marketing,Analista Pleno
81F8,Feminino,25,Branco,Pos graduacao,PR,6,Administrativo,Analista Junior
5EA4,Feminino,35,Pardo,Pos graduacao,RO,3,Operacoes,Gerente
0B0E,Feminino,27,Branco,Pos graduacao,SC,,Marketing,Gerente
E1CE,Masculino,34,Pardo,Ensino Superior,CE,6,Vendas,Gerente
67BE,Masculino,28,Branco,Ensino Superior,RS,4,Marketing,Analista Pleno
712E,Feminino,25,Pardo,Ensino Superior,RS,10,Administrativo,Gerente
2595,Masculino,22,Branco,Pos graduacao,RS,1,TI,Analista Senior
554B,Masculino,37,Preto,Ensino Superior,RJ,5,Vendas,Analista Junior
E64F,Feminino,36,Branco,Ensino Superior,SP,1,Compras,Gerente
D72D,Masculino,21,Preto,Ensino Medio,RR,,Operacoes,Analista Senior
8AD5,Masculino,23,Pardo,Mestrado,RS,4,Operacoes,Analista Pleno
208F,Masculino,38,Pardo,Ensino Medio,MG,14,Operacoes,Gerente
FDDE,Masculino,22,Branco,Ensino Superior,RJ,4,Administrativo,Analista Pleno
982C,Feminino,21,Pardo,Doutorado,PB,3,Operacoes,Gerente
8310,Masculino,28,Pardo,Ensino Superior,SP,7,Recursos Humanos,Analista Junior
7208,Masculino,41,Branco,Mestrado,RJ,3,Desenvolvimento de Produtos,Analista Senior
8289,Masculino,32,Pardo,Ensino Superior,BA,3,Operacoes,Analista Senior
EC31,Feminino,39,Pardo,Ensino Superior,RS,6,Administrativo,Gerente
34D7,Masculino,21,Branco,Pos graduacao,SP,,Compras,Analista Pleno
616B,Masculino,29,Preto,Mestrado,MG,1,Recursos Humanos,Analista Pleno
3FAD,Feminino,26,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
3674,Masculino,23,Branco,Ensino Superior,RO,5,Vendas,Analista Junior
31DA,Masculino,25,Branco,Ensino Superior,PA,11,Compras,Analista Junior
196C,Masculino,34,Branco,Ensino Medio,SP,6,Recursos Humanos,Analista Senior
70F5,Masculino,22,Preto,Ensino Superior,MG,6,Administrativo,Analista Pleno
A2CE,Masculino,29,Branco,Ensino Medio,SC,8,Contabilidade,Analista Senior
2A3D,Masculino,49,Branco,Ensino Superior,RJ,8,Operacoes,Analista Senior
8492,Masculino,36,Pardo,Ensino Medio,MG,8,Vendas,Analista Senior
CD5D,Masculino,33,Pardo,Ensino Superior,SP,8,Contabilidade,Analista Pleno
4AF3,Masculino,42,Branco,Ensino Superior,PI,6,Administrativo,Gerente
FF32,Masculino,21,Pardo,Ensino Superior,PR,0,Recursos Humanos,Analista Senior
DB02,Masculino,33,Branco,Mestrado,RN,3,Compras,Gerente
DEFD,Masculino,40,Branco,Ensino Superior,GO,7,Contabilidade,Analista Junior
55FC,Masculino,28,Pardo,Ensino Superior,PI,7,Marketing,Analista Junior
8738,Feminino,34,Branco,Pos graduacao,RO,8,Marketing,Gerente
DF41,Masculino,23,Amarelo,Ensino Superior,RR,6,Marketing,Analista Pleno
1A7B,Feminino,39,Pardo,Pos graduacao,MT,1,Marketing,Analista Senior
2A75,Masculino,20,Branco,Mestrado,RJ,5,Vendas,Gerente
E12A,Feminino,35,Pardo,Ensino Superior,RJ,2,Marketing,Estagiario
07AC,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Pleno
2DAF,Masculino,25,Branco,Ensino Superior,SP,4,Compras,Analista Senior
BC9E,Feminino,20,Branco,Doutorado,MG,3,Marketing,Analista Junior
5849,Masculino,24,Branco,Pos graduacao,RS,,Desenvolvimento de Produtos,Analista Pleno
6849,Masculino,19,Branco,Ensino Superior,PR,,Vendas,Analista Junior
06C9,Masculino,39,Pardo,Mestrado,SC,5,TI,Analista Pleno
430F,Masculino,41,Pardo,Ensino Superior,RO,6,Operacoes,Analista Pleno
D437,Feminino,35,Branco,Ensino Superior,BA,11,Compras,Analista Pleno
1467,Feminino,29,Branco,Ensino Superior,SP,3,Desenvolvimento de Produtos,Analista Senior
98BB,Masculino,43,Pardo,Ensino Superior,GO,6,Recursos Humanos,Analista Junior
145A,Feminino,25,Branco,Pos graduacao,ES,5,Contabilidade,Analista Pleno
5A11,Masculino,30,Branco,Pos graduacao,SC,7,Vendas,Gerente
A952,Masculino,28,Branco,Doutorado,MA,,Vendas,Estagiario
3702,Masculino,23,Pardo,Mestrado,RS,7,Desenvolvimento de Produtos,Analista Senior
62F0,Masculino,33,Pardo,Mestrado,DF,4,Administrativo,Analista Pleno
7233,Masculino,42,Pardo,Ensino Superior,SC,12,Recursos Humanos,Analista Junior
A8C5,Masculino,36,Pardo,Ensino Superior,RJ,7,Recursos Humanos,Analista Senior
A010,Feminino,29,Branco,Mestrado,SC,0,TI,Analista Pleno
B6D4,Masculino,21,Preto,Pos graduacao,PR,3,Recursos Humanos,Gerente
F647,Feminino,23,Pardo,Ensino Superior,AP,6,Vendas,Analista Junior
BA4C,Masculino,32,Pardo,Ensino Superior,PI,13,Vendas,Gerente
A82C,Masculino,45,Branco,Ensino Superior,MS,,Marketing,Analista Pleno
8D7B,Feminino,40,Branco,Ensino Superior,DF,10,Contabilidade,Gerente
FE16,Feminino,18,Pardo,Ensino Superior,MS,,Administrativo,Analista Junior
228E,Masculino,21,Pardo,Ensino Superior,AL,2,Vendas,Estagiario
5E94,Masculino,27,Branco,Doutorado,SC,6,TI,Analista Senior
487C,Masculino,18,Branco,Doutorado,SC,4,Contabilidade,Analista Pleno
0B6C,Masculino,56,Pardo,Ensino Superior,RR,6,Vendas,Gerente
7D8F,Masculino,19,Branco,Ensino Superior,PB,1,Operacoes,Analista Senior
ED61,Masculino,30,Pardo,Pos graduacao,RO,2,Operacoes,Analista Pleno
E1A0,Feminino,25,Pardo,Ensino Superior,SP,9,Recursos Humanos,Analista Senior
2684,Feminino,36,Branco,Mestrado,PA,11,Operacoes,Analista Pleno
F7DB,Masculino,46,Branco,Pos graduacao,SC,2,Vendas,Analista Pleno
C0A0,Masculino,28,Branco,Pos graduacao,SC,3,Compras,Analista Senior
2465,Masculino,29,Pardo,Ensino Superior,PB,10,Compras,Analista Pleno
8F2D,Masculino,28,Pardo,Ensino Superior,CE,4,Marketing,Analista Pleno
AFF6,Masculino,28,Branco,Ensino Superior,AM,6,Contabilidade,Gerente
7E05,Feminino,46,Pardo,Ensino Superior,SP,2,Contabilidade,Analista Junior
23F3,Masculino,24,Branco,Ensino Superior,RS,1,Desenvolvimento de Produtos,Analista Junior
D333,Masculino,21,Branco,Doutorado,CE,5,Operacoes,Analista Junior
152B,Masculino,49,Pardo,Ensino Superior,AL,6,Marketing,Analista Senior
CE19,Masculino,40,Branco,Doutorado,SP,8,Desenvolvimento de Produtos,Analista Pleno
280F,Masculino,30,Branco,Ensino Superior,RS,10,Operacoes,Analista Senior
30A2,Masculino,23,Pardo,Ensino Superior,MS,3,Operacoes,Gerente
42FF,Feminino,50,Branco,Ensino Superior,MT,6,TI,Analista Pleno
ED4F,Masculino,19,Pardo,Ensino Superior,RS,,Vendas,Analista Junior
7446,Masculino,18,Pardo,Mestrado,AP,,Compras,Analista Junior
E539,Masculino,20,Pardo,Pos graduacao,PI,2,Operacoes,Analista Senior
FF30,Masculino,27,Branco,Mestrado,PR,6,Operacoes,Analista Senior
3990,Masculino,40,Pardo,Pos graduacao,CE,6,Operacoes,Analista Junior
641A,Masculino,53,Pardo,Pos graduacao,PR,8,Vendas,Analista Pleno
4909,Masculino,38,Pardo,Ensino Superior,PE,10,Compras,Analista Pleno
E5AB,Masculino,43,Pardo,Pos graduacao,MA,,TI,Analista Pleno
1572,Masculino,20,Branco,Ensino Superior,SC,5,Contabilidade,Analista Pleno
8BE9,Masculino,18,Branco,Ensino Superior,RS,,Administrativo,Gerente
E503,Masculino,46,Preto,Ensino Superior,AP,9,Operacoes,Analista Junior
A936,Masculino,42,Branco,Mestrado,AP,3,Compras,Analista Pleno
281A,Feminino,27,Branco,Doutorado,SP,5,TI,Analista Senior
06AA,Masculino,34,Pardo,Mestrado,RJ,9,Recursos Humanos,Analista Junior
2BEA,Masculino,45,Pardo,Ensino Superior,SE,6,Recursos Humanos,Analista Pleno
49CC,Masculino,21,Branco,Ensino Superior,RN,,Contabilidade,Gerente
8E99,Masculino,36,Pardo,Pos graduacao,SP,5,Vendas,Analista Junior
1714,Masculino,18,Branco,Doutorado,RR,,Marketing,Analista Senior
BDBC,Masculino,25,Pardo,Doutorado,RN,7,Vendas,Gerente
8515,Feminino,21,Pardo,Ensino Superior,RS,,Marketing,Analista Pleno
541F,Masculino,31,Pardo,Ensino Medio,AM,4,Contabilidade,Analista Junior
81A9,Feminino,38,Pardo,Ensino Superior,AC,7,Compras,Analista Pleno
E6FC,Masculino,22,Branco,Ensino Superior,SE,6,Marketing,Analista Junior
214C,Feminino,44,Pardo,Pos graduacao,DF,5,Desenvolvimento de Produtos,Analista Pleno
D686,Masculino,48,Pardo,Doutorado,DF,0,Contabilidade,Gerente
3108,Masculino,49,Pardo,Mestrado,CE,8,Operacoes,Analista Junior
2AED,Masculino,38,Branco,Mestrado,TO,5,Compras,Analista Junior
C00A,Masculino,18,Pardo,Ensino Superior,PB,,Compras,Analista Pleno
9569,Masculino,24,Branco,Ensino Superior,GO,10,Recursos Humanos,Analista Junior
4BAF,Masculino,25,Branco,Ensino Superior,RR,4,Contabilidade,Analista Pleno
4C7E,Masculino,24,Pardo,Mestrado,RJ,,Administrativo,Analista Senior
E477,Masculino,25,Pardo,Doutorado,ES,0,Marketing,Analista Pleno
31E9,Masculino,30,Pardo,Mestrado,PI,6,Marketing,Analista Pleno
838F,Masculino,28,Preto,Ensino Superior,RR,9,Operacoes,Analista Pleno
0F1D,Masculino,18,Branco,Ensino Superior,TO,2,TI,Gerente
97A4,Masculino,51,Branco,Ensino Superior,PE,4,Compras,Analista Senior
5388,Masculino,38,Branco,Ensino Superior,SC,5,Operacoes,Analista Senior
9C69,Masculino,37,Branco,Doutorado,RS,4,Recursos Humanos,Analista Junior
AB57,Feminino,25,Branco,Mestrado,PE,7,Desenvolvimento de Produtos,Analista Junior
B2C1,Masculino,40,Pardo,Ensino Superior,PB,7,Desenvolvimento de Produtos,Analista Junior
473E,Masculino,23,Preto,Ensino Superior,BA,4,Recursos Humanos,Analista Senior
A240,Masculino,41,Pardo,Ensino Superior,SE,8,Operacoes,Analista Junior
8548,Masculino,30,Pardo,Mestrado,PA,10,Contabilidade,Analista Junior
071D,Feminino,26,Branco,Mestrado,SE,6,Operacoes,Analista Junior
F8F3,Feminino,19,Branco,Ensino Superior,MG,2,Recursos Humanos,Analista Junior
F53B,Masculino,18,Branco,Doutorado,PI,,Desenvolvimento de Produtos,Analista Senior
9B86,Masculino,34,Branco,Ensino Medio,MG,9,Contabilidade,Gerente
CF78,Masculino,38,Branco,Ensino Medio,SP,9,Desenvolvimento de Produtos,Analista Junior
783A,Masculino,32,Branco,Pos graduacao,PE,10,Compras,Analista Senior
C25E,Feminino,25,Branco,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Pleno
C4BD,Feminino,24,Branco,Ensino Superior,RJ,,Vendas,Estagiario
B9CE,Feminino,24,Branco,Ensino Superior,MT,8,Contabilidade,Gerente
30BF,Masculino,34,Pardo,Ensino Superior,RS,8,Desenvolvimento de Produtos,Analista Junior
6009,Masculino,27,Branco,Mestrado,PB,5,Recursos Humanos,Analista Pleno
65CF,Feminino,18,Pardo,Mestrado,RS,,Compras,Analista Pleno
5599,Masculino,32,Pardo,Pos graduacao,RJ,5,Contabilidade,Analista Junior
4DCB,Masculino,30,Branco,Ensino Superior,PR,4,Vendas,Gerente
35C5,Feminino,13,Branco,Não informado,MG,,Operacoes,Analista Junior
4C15,Feminino,20,Branco,Ensino Superior,AP,6,Compras,Analista Senior
2FD1,Feminino,19,Pardo,Ensino Superior,PE,,Vendas,Gerente
423B,Feminino,20,Branco,Ensino Superior,MG,0,Recursos Humanos,Gerente
4932,Feminino,33,Pardo,Ensino Superior,RJ,3,Recursos Humanos,Gerente
8EED,Masculino,28,Pardo,Ensino Superior,SC,1,Compras,Analista Junior
F6AD,Feminino,39,Branco,Ensino Superior,SP,3,Administrativo,Analista Junior
9D5C,Feminino,22,Pardo,Ensino Superior,SP,1,Compras,Analista Senior
1D55,Masculino,33,Pardo,Ensino Superior,DF,4,TI,Analista Junior
C955,Feminino,22,Pardo,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Pleno
C42E,Feminino,31,Pardo,Ensino Superior,MS,12,Marketing,Analista Junior
4F54,Masculino,33,Branco,Pos graduacao,RS,6,Compras,Gerente
095C,Masculino,34,Pardo,Ensino Superior,PE,5,Recursos Humanos,Gerente
6697,Masculino,38,Pardo,Ensino Superior,AP,6,TI,Analista Pleno
F8E6,Feminino,28,Branco,Ensino Superior,SE,4,Recursos Humanos,Analista Junior
38B6,Masculino,34,Branco,Pos graduacao,RJ,7,TI,Analista Junior
798B,Masculino,18,Pardo,Ensino Superior,SP,,Desenvolvimento de Produtos,Gerente
2A2E,Masculino,22,Pardo,Pos graduacao,AL,5,Vendas,Analista Junior
FF3E,Feminino,18,Branco,Ensino Superior,SE,1,Vendas,Analista Pleno
1069,Masculino,43,Pardo,Ensino Superior,AC,8,Marketing,Analista Pleno
D445,Masculino,37,Branco,Mestrado,CE,8,Compras,Analista Senior
A2C9,Masculino,45,Pardo,Ensino Superior,CE,3,Recursos Humanos,Analista Junior
5E1D,Masculino,19,Pardo,Ensino Medio,CE,,Vendas,Gerente
6572,Masculino,35,Pardo,Ensino Superior,AP,8,Administrativo,Analista Junior
A996,Masculino,33,Pardo,Ensino Superior,PI,9,TI,Analista Senior
F9D7,Feminino,19,Pardo,Mestrado,MT,,TI,Estagiario
AD5F,Masculino,23,Pardo,Ensino Superior,RR,3,Contabilidade,Analista Junior
7205,Masculino,44,Pardo,Mestrado,MG,4,Vendas,Gerente
405A,Masculino,29,Branco,Ensino Superior,MG,0,Contabilidade,Analista Junior
A4F4,Masculino,33,Pardo,Mestrado,RR,2,Recursos Humanos,Analista Junior
6B21,Masculino,35,Pardo,Pos graduacao,RS,5,Vendas,Analista Junior
4699,Masculino,31,Branco,Ensino Superior,MG,2,Recursos Humanos,Estagiario
DFB8,Masculino,38,Preto,Ensino Superior,PB,7,Desenvolvimento de Produtos,Gerente
FE6C,Masculino,46,Pardo,Ensino Superior,BA,8,Compras,Analista Junior
B03B,Masculino,20,Pardo,Ensino Superior,AL,0,Recursos Humanos,Analista Pleno
67FA,Masculino,39,Branco,Pos graduacao,RJ,6,Recursos Humanos,Analista Pleno
B3AB,Masculino,20,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Junior
AF64,Masculino,54,Pardo,Mestrado,RR,9,Compras,Analista Pleno
7350,Feminino,29,Preto,Ensino Superior,MG,7,Vendas,Analista Junior
E123,Masculino,25,Branco,Mestrado,MA,7,Administrativo,Analista Pleno
D963,Masculino,41,Branco,Ensino Superior,MS,7,Compras,Analista Pleno
1849,Masculino,18,Branco,Ensino Superior,RS,,Recursos Humanos,Gerente
7C16,Masculino,23,Pardo,Ensino Superior,PR,1,TI,Analista Junior
736D,Masculino,35,Branco,Pos graduacao,AC,6,Recursos Humanos,Analista Junior
EC64,Masculino,29,Branco,Ensino Superior,PR,8,Operacoes,Gerente
6C33,Masculino,31,Preto,Mestrado,MG,9,Operacoes,Analista Senior
78CA,Masculino,31,Branco,Mestrado,AM,8,Compras,Analista Pleno
C73F,Feminino,45,Branco,Ensino Superior,PR,5,Administrativo,Analista Senior
143B,Masculino,30,Branco,Ensino Superior,MG,4,Administrativo,Analista Senior
49BE,Masculino,34,Pardo,Ensino Superior,AM,7,Contabilidade,Analista Junior
87E1,Masculino,33,Pardo,Ensino Superior,SP,3,Compras,Gerente
CBCB,Masculino,35,Branco,Ensino Superior,RJ,3,Compras,Analista Senior
35DA,Masculino,33,Pardo,Mestrado,SP,8,Contabilidade,Analista Junior
F6A6,Masculino,18,Pardo,Mestrado,CE,,TI,Analista Senior
021F,Feminino,47,Pardo,Ensino Superior,RS,6,Recursos Humanos,Analista Junior
4EDD,Masculino,20,Pardo,Ensino Medio,SP,1,Operacoes,Gerente
5FD4,Masculino,30,Branco,Pos graduacao,MG,,Marketing,Estagiario
07A3,Masculino,26,Pardo,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Senior
D6A6,Feminino,22,Preto,Pos graduacao,RJ,5,TI,Gerente
DA27,Masculino,19,Pardo,Pos graduacao,AP,2,TI,Estagiario
B952,Feminino,30,Pardo,Pos graduacao,RS,9,Recursos Humanos,Analista Senior
