,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
7918,5240,Masculino,40,Preto,Pos graduacao,PR,6,Compras,Analista Senior
7919,81A6,Masculino,54,Pardo,Mestrado,RJ,10,Contabilidade,Analista Senior
7920,778E,Feminino,30,Branco,Ensino Superior,MT,4,TI,Estagiario
7921,49CE,Feminino,30,Pardo,Ensino Superior,AP,11,Operacoes,Analista Junior
7922,AF38,Feminino,27,Branco,Ensino Superior,MS,4,TI,Gerente
7923,3CBC,Feminino,34,Preto,Ensino Superior,RJ,3,Desenvolvimento de Produtos,Analista Pleno
7924,49BA,Masculino,52,Pardo,Ensino Superior,MG,8,Operacoes,Analista Senior
7925,0F7D,Masculino,30,Pardo,Ensino Superior,SC,8,Marketing,Analista Senior
7926,C475,Feminino,33,Pardo,Ensino Superior,SE,10,Administrativo,Analista Senior
7927,E184,Masculino,44,Branco,Ensino Superior,MG,6,Compras,Gerente
7928,DD30,Masculino,33,Branco,Ensino Superior,RJ,4,Administrativo,Estagiario
7929,C3C8,Masculino,33,Branco,Ensino Superior,PR,7,Desenvolvimento de Produtos,Analista Senior
7930,E475,Masculino,27,Pardo,Pos graduacao,SC,10,Administrativo,Analista Junior
7931,8B02,Masculino,25,Pardo,Ensino Superior,PE,7,Operacoes,Analista Junior
7932,D0A9,Feminino,35,Branco,Ensino Superior,MS,6,Desenvolvimento de Produtos,Analista Senior
7933,53E0,Masculino,25,Pardo,Ensino Superior,PA,5,Operacoes,Analista Pleno
7934,74B5,Feminino,36,Branco,Ensino Superior,SP,0,Marketing,Estagiario
7935,1579,Masculino,34,Pardo,Ensino Superior,RJ,9,Recursos Humanos,Analista Senior
7936,0092,Masculino,19,Pardo,Ensino Superior,PR,5,Desenvolvimento de Produtos,Analista Senior
7937,2D42,Feminino,27,Branco,Ensino Superior,SE,4,Administrativo,Analista Senior
7938,E0E3,Masculino,21,Pardo,Ensino Superior,SP,6,Administrativo,Analista Senior
7939,6827,Feminino,36,Branco,Ensino Superior,RR,9,Vendas,Analista Pleno
7940,D635,Masculino,19,Pardo,Ensino Superior,MS,4,Compras,Estagiario
7941,03F2,Feminino,44,Branco,Ensino Superior,AL,5,Compras,Analista Junior
7942,3019,Masculino,44,Branco,Ensino Superior,SC,6,Vendas,Estagiario
7943,322C,Feminino,33,Branco,Ensino Superior,CE,5,Vendas,Analista Junior
7944,628D,Feminino,31,Preto,Mestrado,MG,11,Recursos Humanos,Analista Junior
7945,91C6,Masculino,44,Branco,Mestrado,SP,3,Contabilidade,Analista Senior
7946,ACE8,Feminino,18,Branco,Ensino Superior,AM,2,Vendas,Gerente
7947,37A3,Feminino,40,Pardo,Pos graduacao,CE,6,Compras,Analista Pleno
7948,2803,Masculino,30,Branco,Mestrado,MG,5,Operacoes,Analista Pleno
7949,1AC0,Masculino,38,Pardo,Ensino Superior,RJ,6,Administrativo,Gerente
7950,5431,Masculino,34,Preto,Ensino Superior,MG,5,Vendas,Analista Pleno
7951,F797,Masculino,31,Pardo,Ensino Superior,SC,2,Compras,Analista Senior
7952,AF5B,Masculino,21,Branco,Pos graduacao,DF,,Compras,Analista Senior
7953,3B8E,Masculino,35,Branco,Ensino Superior,TO,5,Desenvolvimento de Produtos,Analista Junior
7954,810F,Masculino,39,Pardo,Pos graduacao,RO,8,Administrativo,Analista Junior
7955,FEFB,Masculino,36,Branco,Doutorado,MG,6,Operacoes,Analista Pleno
7956,C1C4,Masculino,20,Preto,Mestrado,AM,,Operacoes,Analista Pleno
7957,6F92,Feminino,46,Pardo,Ensino Superior,RS,2,Recursos Humanos,Analista Junior
7958,1394,Masculino,20,Pardo,Ensino Superior,PA,5,Desenvolvimento de Produtos,Gerente
7959,F90D,Feminino,36,Branco,Mestrado,MT,3,Operacoes,Diretor
7960,91D9,Feminino,42,Pardo,Ensino Superior,MG,7,Administrativo,Analista Junior
7961,F36F,Feminino,20,Branco,Pos graduacao,AL,,Vendas,Analista Junior
7962,DFB4,Masculino,41,Branco,Ensino Superior,CE,2,Recursos Humanos,Analista Pleno
7963,95B8,Feminino,27,Pardo,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Senior
7964,8DA1,Masculino,42,Preto,Ensino Superior,MS,4,TI,Analista Senior
7965,AECA,Masculino,18,Branco,Ensino Superior,BA,0,TI,Analista Junior
7966,7172,Masculino,41,Branco,Mestrado,GO,2,Desenvolvimento de Produtos,Gerente
7967,908A,Masculino,27,Preto,Pos graduacao,RS,5,Operacoes,Gerente
7968,9952,Masculino,31,Pardo,Mestrado,SP,8,Operacoes,Analista Pleno
7969,C1BE,Feminino,47,Branco,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Junior
7970,74AD,Masculino,38,Pardo,Ensino Superior,BA,9,Operacoes,Analista Senior
7971,6D61,Feminino,63,Pardo,Mestrado,RS,3,Marketing,Analista Junior
7972,1BE9,Masculino,33,Pardo,Ensino Superior,SP,4,Vendas,Analista Junior
7973,9835,Masculino,20,Pardo,Ensino Superior,SC,3,Administrativo,Analista Junior
7974,D3EB,Masculino,18,Pardo,Mestrado,RJ,,Administrativo,Analista Pleno
7975,F669,Feminino,56,Pardo,Pos graduacao,CE,8,Vendas,Analista Pleno
7976,D8FB,Feminino,42,Branco,Ensino Superior,PI,6,Marketing,Analista Junior
7977,144D,Masculino,20,Branco,Ensino Superior,RS,4,Compras,Analista Junior
7978,496B,Masculino,22,Pardo,Ensino Superior,SP,6,Vendas,Analista Junior
7979,770B,Masculino,32,Pardo,Ensino Superior,PI,8,Desenvolvimento de Produtos,Gerente
7980,6915,Masculino,20,Branco,Pos graduacao,TO,,Desenvolvimento de Produtos,Gerente
7981,A497,Masculino,37,Preto,Ensino Superior,MG,6,TI,Analista Junior
7982,BB1D,Masculino,22,Branco,Ensino Medio,SP,4,Recursos Humanos,Analista Junior
7983,7E90,Masculino,26,Branco,Ensino Superior,SC,3,Desenvolvimento de Produtos,Analista Pleno
7984,D2A4,Masculino,34,Branco,Ensino Superior,AC,8,Administrativo,Estagiario
7985,4790,Masculino,18,Pardo,Ensino Superior,TO,,Recursos Humanos,Analista Senior
7986,70F6,Masculino,36,Pardo,Pos graduacao,GO,8,Contabilidade,Analista Pleno
7987,4F40,Masculino,32,Pardo,Pos graduacao,CE,5,Vendas,Analista Pleno
7988,795B,Masculino,30,Branco,Doutorado,RS,12,Contabilidade,Analista Junior
7989,3C61,Masculino,31,Branco,Ensino Superior,PE,7,Recursos Humanos,Gerente
7990,8E91,Masculino,35,Pardo,Ensino Superior,RO,5,Recursos Humanos,Analista Senior
7991,9ACD,Masculino,34,Preto,Ensino Medio,PE,3,Operacoes,Gerente
7992,CA98,Masculino,20,Branco,Ensino Superior,PR,0,TI,Analista Senior
7993,58E0,Masculino,20,Preto,Pos graduacao,SC,2,Recursos Humanos,Gerente
7994,9195,Masculino,32,Branco,Ensino Superior,PE,7,Contabilidade,Analista Junior
7995,338B,Masculino,43,Pardo,Ensino Superior,SC,8,Operacoes,Analista Senior
7996,B96E,Feminino,36,Branco,Ensino Superior,GO,10,TI,Analista Pleno
7997,211B,Masculino,26,Pardo,Ensino Superior,PI,6,Operacoes,Analista Senior
7998,A17F,Masculino,22,Branco,Doutorado,PE,7,Administrativo,Analista Junior
7999,4B7E,Feminino,24,Pardo,Ensino Superior,PE,10,Desenvolvimento de Produtos,Analista Junior
8000,57B0,Masculino,40,Pardo,Ensino Superior,AC,6,Vendas,Analista Junior
8001,DC2F,Feminino,20,Branco,Ensino Superior,PR,6,Contabilidade,Analista Junior
8002,9B4C,Masculino,28,Branco,Ensino Superior,PR,2,Vendas,Analista Senior
8003,D5B4,Masculino,39,Pardo,Pos graduacao,RO,7,Recursos Humanos,Gerente
8004,AA35,Feminino,28,Branco,Ensino Superior,SC,12,Contabilidade,Analista Pleno
8005,FA81,Masculino,21,Branco,Ensino Superior,RR,6,TI,Analista Senior
8006,70DD,Masculino,28,Pardo,Ensino Superior,MT,4,Compras,Analista Senior
8007,15C6,Feminino,19,Pardo,Ensino Superior,SC,,Compras,Analista Junior
8008,E6BA,Masculino,26,Branco,Mestrado,SP,7,Contabilidade,Estagiario
8009,A330,Masculino,52,Preto,Pos graduacao,SC,7,Desenvolvimento de Produtos,Analista Senior
8010,3D99,Masculino,22,Pardo,Ensino Superior,SC,7,Desenvolvimento de Produtos,Analista Pleno
8011,B327,Masculino,48,Pardo,Ensino Superior,RJ,2,Vendas,Analista Pleno
8012,49A2,Masculino,34,Branco,Ensino Superior,RJ,2,Marketing,Estagiario
8013,97FD,Masculino,38,Pardo,Doutorado,SE,8,Administrativo,Analista Senior
8014,6EB1,Masculino,42,Pardo,Ensino Superior,MS,2,Recursos Humanos,Analista Senior
8015,0F48,Masculino,40,Branco,Mestrado,SC,5,Administrativo,Analista Junior
8016,CCFA,Feminino,33,Branco,Ensino Superior,AP,9,Contabilidade,Analista Junior
8017,C6C1,Masculino,23,Pardo,Pos graduacao,RN,4,Desenvolvimento de Produtos,Analista Senior
8018,D657,Masculino,30,Branco,Doutorado,SP,11,Recursos Humanos,Analista Senior
8019,1036,Feminino,40,Branco,Doutorado,PE,4,Compras,Analista Junior
8020,615E,Feminino,21,Branco,Pos graduacao,MA,3,Vendas,Analista Pleno
8021,C5D7,Masculino,27,Pardo,Mestrado,RJ,3,Operacoes,Analista Pleno
8022,5CB2,Masculino,24,Pardo,Ensino Superior,PR,7,Vendas,Analista Senior
8023,4C9F,Masculino,51,Pardo,Ensino Superior,GO,5,Recursos Humanos,Analista Pleno
8024,2152,Masculino,42,Pardo,Ensino Medio,SP,8,TI,Estagiario
8025,38FD,Feminino,47,Pardo,Mestrado,RO,8,Marketing,Analista Senior
8026,D578,Masculino,29,Pardo,Ensino Superior,PB,6,Desenvolvimento de Produtos,Gerente
8027,EEBE,Masculino,36,Branco,Doutorado,AL,7,TI,Analista Senior
8028,FEA9,Masculino,36,Branco,Ensino Superior,SC,6,Recursos Humanos,Gerente
8029,2B74,Masculino,28,Branco,Ensino Superior,SC,12,Vendas,Estagiario
8030,2B6E,Masculino,54,Branco,Pos graduacao,RN,5,Marketing,Analista Senior
8031,9872,Masculino,33,Branco,Ensino Superior,MA,3,Desenvolvimento de Produtos,Analista Junior
8032,F5BD,Feminino,27,Pardo,Ensino Superior,RO,1,Administrativo,Gerente
8033,6F79,Masculino,34,Branco,Ensino Superior,SP,4,Administrativo,Estagiario
8034,55DB,Masculino,28,Pardo,Ensino Medio,PR,1,Compras,Gerente
8035,17D5,Masculino,37,Branco,Ensino Superior,RN,8,Recursos Humanos,Analista Senior
8036,1165,Masculino,45,Pardo,Mestrado,RJ,3,Operacoes,Analista Junior
8037,E729,Masculino,24,Pardo,Mestrado,SC,4,Marketing,Analista Pleno
8038,6A38,Masculino,34,Branco,Ensino Superior,PE,9,Administrativo,Analista Junior
8039,9FC9,Feminino,23,Branco,Pos graduacao,MT,8,Desenvolvimento de Produtos,Analista Pleno
8040,0F49,Masculino,23,Branco,Ensino Superior,PI,1,Recursos Humanos,Analista Junior
8041,0E0D,Masculino,,Pardo,Doutorado,CE,7,Recursos Humanos,Analista Pleno
8042,FEC3,Masculino,28,Pardo,Ensino Superior,SP,7,Contabilidade,Analista Pleno
8043,FB1D,Feminino,28,Branco,Ensino Superior,RR,8,Administrativo,Gerente
8044,78B1,Masculino,45,Branco,Ensino Superior,SP,3,Administrativo,Analista Junior
8045,A9CA,Masculino,22,Branco,Ensino Superior,TO,6,Administrativo,Analista Senior
8046,B86A,Masculino,32,Pardo,Ensino Superior,RO,1,Desenvolvimento de Produtos,Gerente
8047,BF4B,Masculino,44,Preto,Doutorado,MG,10,Recursos Humanos,Analista Pleno
8048,8EB0,Masculino,30,Pardo,Ensino Superior,RO,5,TI,Analista Senior
8049,6A04,Feminino,36,Pardo,Mestrado,MS,5,Operacoes,Analista Pleno
8050,65E8,Masculino,21,Pardo,Ensino Superior,MA,,Operacoes,Analista Pleno
8051,2FEB,Feminino,36,Branco,Ensino Superior,RO,8,Desenvolvimento de Produtos,Gerente
8052,0612,Masculino,33,Branco,Pos graduacao,PE,6,Administrativo,Analista Junior
8053,FBC9,Masculino,37,Pardo,Ensino Superior,AM,5,Marketing,Analista Senior
8054,7820,Masculino,29,Branco,Mestrado,TO,3,Operacoes,Analista Pleno
8055,5EEF,Masculino,50,Pardo,Ensino Superior,SC,3,Operacoes,Analista Junior
8056,657C,Masculino,36,Pardo,Ensino Superior,SP,6,Marketing,Gerente
8057,F6FA,Masculino,29,Pardo,Ensino Superior,MA,5,Desenvolvimento de Produtos,Diretor
8058,CA67,Feminino,24,Pardo,Ensino Superior,AP,3,Compras,Analista Pleno
8059,E98B,Masculino,22,Pardo,Ensino Superior,MG,3,Vendas,Analista Senior
8060,7DB7,Masculino,26,Pardo,Pos graduacao,MS,3,Marketing,Gerente
8061,2AA4,Masculino,39,Pardo,Pos graduacao,SP,10,Compras,Analista Junior
8062,C751,Masculino,21,Pardo,Ensino Superior,SP,7,Marketing,Gerente
8063,BBBD,Masculino,24,Branco,Ensino Superior,TO,3,Vendas,Analista Senior
8064,E53C,Masculino,33,Preto,Doutorado,TO,7,Marketing,Analista Junior
8065,B2C3,Masculino,24,Branco,Ensino Superior,PI,9,Operacoes,Analista Junior
8066,D302,Feminino,18,Branco,Ensino Medio,MG,2,Desenvolvimento de Produtos,Analista Junior
8067,5B7A,Masculino,19,Pardo,Pos graduacao,PR,,TI,Analista Senior
8068,EDB0,Masculino,25,Branco,Ensino Superior,PI,1,Compras,Gerente
8069,3C10,Masculino,28,Pardo,Ensino Superior,MA,5,Operacoes,Analista Pleno
8070,E82F,Feminino,30,Branco,Doutorado,RJ,7,Operacoes,Analista Junior
8071,2C52,Feminino,36,Branco,Pos graduacao,RN,2,Compras,Analista Pleno
8072,9B6E,Feminino,39,Pardo,Ensino Superior,SC,4,Compras,Estagiario
8073,A8B7,Masculino,24,Branco,Ensino Superior,RO,0,Administrativo,Analista Pleno
8074,2F6E,Masculino,37,Branco,Pos graduacao,MA,4,Marketing,Gerente
8075,A464,Masculino,30,Pardo,Ensino Superior,PA,0,Contabilidade,Estagiario
8076,D677,Masculino,42,Branco,Ensino Medio,AC,0,TI,Analista Junior
8077,016B,Masculino,52,Pardo,Ensino Superior,RJ,8,Recursos Humanos,Analista Senior
8078,FA88,Masculino,21,Pardo,Ensino Superior,BA,,TI,Analista Senior
8079,89DE,Masculino,31,Pardo,Ensino Superior,AP,7,Compras,Analista Junior
8080,E8DE,Masculino,26,Branco,Ensino Superior,RO,2,Vendas,Analista Senior
8081,8B17,Masculino,26,Branco,Ensino Superior,PE,8,Administrativo,Analista Junior
8082,50B0,Masculino,29,Branco,Mestrado,SC,6,Administrativo,Analista Junior
8083,DB0A,Masculino,40,Pardo,Doutorado,RJ,5,Vendas,Estagiario
8084,0872,Feminino,36,Branco,Ensino Superior,AP,7,Vendas,Estagiario
8085,20C4,Masculino,32,Branco,Ensino Superior,PA,2,Desenvolvimento de Produtos,Analista Junior
8086,988C,Masculino,52,Branco,Ensino Superior,MG,0,Compras,Analista Junior
8087,2076,Masculino,43,Pardo,Ensino Superior,MT,4,Administrativo,Analista Senior
8088,1195,Masculino,38,Branco,Mestrado,RR,,Marketing,Analista Senior
8089,419B,Feminino,40,Branco,Doutorado,RJ,4,Operacoes,Gerente
8090,211A,Feminino,24,Branco,Ensino Superior,SP,5,Administrativo,Analista Junior
8091,B777,Feminino,40,Pardo,Pos graduacao,SC,6,Contabilidade,Gerente
8092,1985,Masculino,21,Branco,Mestrado,MG,7,Recursos Humanos,Analista Senior
8093,655C,Feminino,48,Branco,Mestrado,SC,6,Compras,Analista Senior
8094,1776,Masculino,26,Pardo,Ensino Superior,SC,7,Marketing,Analista Junior
8095,EA97,Masculino,29,Branco,Ensino Superior,MA,6,Vendas,Analista Junior
8096,7CA4,Masculino,22,Pardo,Ensino Superior,PR,4,Desenvolvimento de Produtos,Analista Senior
8097,975E,Masculino,32,Pardo,Ensino Superior,CE,7,Marketing,Gerente
8098,C945,Masculino,45,Branco,Ensino Superior,AL,2,Contabilidade,Analista Senior
8099,00FB,Feminino,36,Branco,Ensino Superior,PA,1,Compras,Analista Junior
8100,C101,Feminino,30,Pardo,Ensino Medio,MG,5,Administrativo,Analista Senior
8101,5D79,Masculino,,Pardo,Ensino Superior,PB,5,Administrativo,Analista Junior
8102,3CD9,Feminino,28,Pardo,Ensino Superior,MG,3,Desenvolvimento de Produtos,Analista Junior
8103,AB5A,Masculino,29,Pardo,Pos graduacao,RR,5,Marketing,Analista Pleno
8104,B7E8,Masculino,32,Pardo,Mestrado,BA,4,Contabilidade,Gerente
8105,5056,Masculino,25,Preto,Ensino Superior,ES,5,TI,Gerente
8106,DF21,Masculino,32,Branco,Ensino Medio,DF,9,Operacoes,Analista Junior
8107,F343,Masculino,40,Branco,Doutorado,MG,7,Vendas,Analista Junior
8108,2B97,Masculino,21,Branco,Doutorado,DF,1,Compras,Gerente
8109,6454,Feminino,36,Branco,Ensino Superior,MG,8,TI,Analista Pleno
8110,D7C8,Masculino,32,Pardo,Doutorado,RJ,10,Desenvolvimento de Produtos,Gerente
8111,D8A9,Masculino,36,Branco,Ensino Superior,RJ,4,Marketing,Analista Junior
8112,D403,Feminino,39,Preto,Pos graduacao,MG,4,Marketing,Analista Junior
8113,3BA3,Feminino,33,Pardo,Ensino Superior,RO,5,Recursos Humanos,Analista Junior
8114,3F61,Feminino,20,Pardo,Ensino Superior,AP,,Vendas,Analista Junior
8115,B3F2,Feminino,29,Branco,Ensino Superior,AM,0,Vendas,Analista Pleno
8116,DEB1,Feminino,32,Branco,Mestrado,MG,8,Recursos Humanos,Analista Senior
8117,0DE4,Masculino,47,Preto,Pos graduacao,RR,6,Administrativo,Gerente
8118,6CC5,Masculino,44,Branco,Ensino Superior,RJ,3,Compras,Analista Senior
8119,F939,Masculino,20,Branco,Ensino Superior,GO,,Vendas,Estagiario
8120,E4B4,Masculino,39,Branco,Ensino Superior,DF,5,Compras,Analista Pleno
8121,6C41,Masculino,49,Pardo,Ensino Superior,AM,4,TI,Analista Senior
8122,F862,Masculino,38,Branco,Ensino Superior,PE,1,Marketing,Analista Junior
8123,CDFD,Feminino,26,Pardo,Ensino Medio,SC,6,Contabilidade,Estagiario
8124,45E2,Masculino,29,Branco,Ensino Superior,AM,7,Compras,Analista Pleno
8125,DEC9,Masculino,36,Branco,Mestrado,SE,3,Contabilidade,Analista Pleno
8126,47E9,Masculino,23,Pardo,Pos graduacao,BA,5,TI,Analista Senior
8127,7C4A,Masculino,31,Pardo,Ensino Superior,MG,6,Compras,Estagiario
8128,530A,Masculino,25,Pardo,Ensino Superior,SP,9,Administrativo,Analista Junior
8129,F5D8,Masculino,28,Pardo,Ensino Superior,PI,10,Vendas,Analista Pleno
8130,54FF,Masculino,20,Pardo,Ensino Superior,RS,5,Administrativo,Analista Junior
8131,5C88,Masculino,28,Pardo,Ensino Superior,DF,3,Compras,Analista Pleno
8132,FEFB,Masculino,27,Branco,Pos graduacao,RR,7,TI,Gerente
8133,DCA6,Feminino,38,Pardo,Ensino Superior,RR,0,Operacoes,Analista Pleno
8134,6D5C,Masculino,38,Pardo,Ensino Superior,ES,5,Administrativo,Analista Junior
8135,2624,Masculino,29,Branco,Ensino Superior,MA,9,Desenvolvimento de Produtos,Analista Junior
8136,625C,Masculino,37,Branco,Ensino Superior,SP,5,Compras,Analista Junior
8137,F6CA,Masculino,23,Branco,Ensino Superior,SC,5,Administrativo,Analista Junior
8138,D718,Masculino,30,Branco,Ensino Medio,PB,3,Desenvolvimento de Produtos,Analista Junior
8139,8AEB,Masculino,35,Pardo,Ensino Superior,DF,8,Vendas,Analista Junior
8140,3251,Masculino,26,Pardo,Ensino Superior,TO,3,TI,Analista Junior
8141,154B,Masculino,39,Branco,Ensino Superior,AP,6,Administrativo,Analista Pleno
8142,A942,Masculino,18,Branco,Ensino Superior,MG,,TI,Analista Senior
8143,D6E0,Masculino,18,Pardo,Ensino Superior,RR,,Marketing,Analista Pleno
8144,73C9,Feminino,20,Preto,Ensino Superior,RS,6,Vendas,Analista Junior
8145,DE9B,Masculino,41,Pardo,Ensino Superior,MT,,Administrativo,Analista Senior
8146,ADFB,Masculino,33,Pardo,Ensino Superior,RN,3,Operacoes,Analista Senior
8147,869A,Masculino,50,Preto,Ensino Superior,PR,3,Vendas,Analista Junior
8148,DEC4,Feminino,25,Pardo,Ensino Superior,AL,5,Compras,Analista Senior
8149,DF19,Masculino,45,Branco,Ensino Superior,SP,4,Contabilidade,Analista Junior
8150,1F9D,Masculino,44,Pardo,Ensino Superior,SP,5,Marketing,Gerente
8151,4313,Masculino,34,Branco,Mestrado,PE,7,TI,Analista Junior
8152,891B,Masculino,,Pardo,Ensino Superior,MA,9,Contabilidade,Analista Pleno
8153,F631,Masculino,25,Pardo,Doutorado,MG,7,Vendas,Analista Junior
8154,51B4,Masculino,23,Branco,Ensino Superior,RJ,,Administrativo,Analista Senior
8155,89B1,Feminino,25,Branco,Ensino Medio,TO,3,Administrativo,Analista Pleno
8156,3A23,Masculino,23,Preto,Ensino Medio,MA,5,Contabilidade,Analista Pleno
8157,3520,Feminino,23,Pardo,Mestrado,PR,9,Compras,Analista Pleno
8158,B7E5,Masculino,34,Branco,Mestrado,RJ,5,Contabilidade,Gerente
8159,A6E8,Masculino,19,Pardo,Ensino Medio,SC,,Operacoes,Analista Junior
8160,1DF2,Masculino,24,Preto,Ensino Superior,PR,3,Contabilidade,Analista Senior
8161,7794,Masculino,24,Pardo,Doutorado,PR,4,Recursos Humanos,Analista Senior
8162,C0D7,Masculino,35,Pardo,Ensino Superior,PR,7,Desenvolvimento de Produtos,Gerente
8163,4B64,Masculino,29,Branco,Pos graduacao,SP,7,Recursos Humanos,Analista Junior
8164,42C4,Masculino,21,Pardo,Ensino Superior,SC,,Compras,Analista Junior
8165,968E,Masculino,27,Pardo,Ensino Superior,SC,8,Desenvolvimento de Produtos,Analista Junior
8166,7CC2,Masculino,27,Branco,Mestrado,PI,4,Desenvolvimento de Produtos,Estagiario
8167,9022,Feminino,36,Branco,Mestrado,SE,,Marketing,Analista Pleno
8168,D52E,Feminino,31,Pardo,Ensino Superior,CE,5,Compras,Analista Senior
8169,079E,Masculino,40,Pardo,Ensino Superior,SC,10,Vendas,Gerente
8170,AB35,Masculino,24,Branco,Pos graduacao,PI,2,TI,Analista Senior
8171,0C31,Feminino,,Pardo,Ensino Superior,PR,1,Marketing,Estagiario
8172,DA96,Masculino,44,Pardo,Ensino Superior,BA,6,Recursos Humanos,Gerente
8173,6274,Masculino,32,Pardo,Mestrado,RJ,7,Contabilidade,Analista Senior
8174,E33D,Masculino,22,Pardo,Pos graduacao,SP,,Desenvolvimento de Produtos,Analista Senior
8175,6C1D,Feminino,28,Branco,Ensino Superior,RS,6,Contabilidade,Analista Junior
8176,3AB5,Masculino,19,Pardo,Ensino Superior,PR,2,Recursos Humanos,Analista Pleno
8177,F635,Feminino,19,Pardo,Pos graduacao,RO,,TI,Analista Pleno
8178,E52D,Masculino,46,Branco,Ensino Superior,GO,6,Contabilidade,Diretor
8179,3F77,Masculino,25,Branco,Ensino Superior,PE,9,Vendas,Gerente
8180,8A67,Feminino,38,Preto,Ensino Superior,MT,,Recursos Humanos,Analista Senior
8181,8813,Masculino,33,Branco,Ensino Superior,SP,4,Marketing,Estagiario
8182,D116,Masculino,34,Branco,Doutorado,PR,6,Compras,Analista Pleno
8183,7A25,Masculino,10,Branco,Não informado,RJ,,Vendas,Analista Senior
8184,852C,Masculino,34,Branco,Ensino Superior,MG,10,Desenvolvimento de Produtos,Analista Pleno
8185,3BE4,Masculino,22,Pardo,Ensino Superior,SP,1,TI,Analista Junior
8186,EC3D,Masculino,48,Branco,Ensino Superior,SP,7,Marketing,Analista Senior
8187,C4B7,Masculino,36,Pardo,Mestrado,SP,,Administrativo,Analista Senior
8188,11BF,Masculino,35,Pardo,Ensino Medio,PR,4,Recursos Humanos,Analista Senior
8189,19D5,Masculino,29,Pardo,Ensino Medio,BA,7,Administrativo,Analista Pleno
8190,DEBB,Feminino,33,Pardo,Ensino Superior,RO,3,Marketing,Gerente
8191,33F6,Masculino,33,Pardo,Ensino Superior,PB,10,Operacoes,Analista Junior
8192,6764,Masculino,19,Branco,Mestrado,SE,,TI,Analista Junior
8193,872A,Feminino,30,Branco,Ensino Superior,RJ,8,Marketing,Diretor
8194,C02D,Feminino,38,Branco,Ensino Superior,RJ,0,Recursos Humanos,Analista Pleno
8195,A824,Feminino,20,Branco,Ensino Superior,AC,,Marketing,Analista Junior
8196,5D37,Masculino,22,Branco,Ensino Superior,RJ,2,TI,Gerente
8197,C669,Masculino,28,Branco,Doutorado,SC,10,Desenvolvimento de Produtos,Estagiario
8198,CD6F,Masculino,22,Branco,Doutorado,MG,,TI,Analista Junior
8199,922A,Feminino,22,Branco,Mestrado,RJ,,Marketing,Analista Junior
8200,C97F,Masculino,46,Pardo,Ensino Superior,RN,6,Operacoes,Analista Junior
8201,BBFB,Masculino,18,Pardo,Doutorado,RJ,,Operacoes,Analista Senior
8202,2D5F,Feminino,25,Branco,Ensino Superior,AC,8,Administrativo,Gerente
8203,BA5C,Masculino,18,Pardo,Pos graduacao,CE,,Operacoes,Analista Junior
8204,9D69,Masculino,33,Branco,Ensino Superior,RJ,8,Operacoes,Analista Pleno
8205,A4DD,Feminino,18,Branco,Ensino Superior,MG,,Vendas,Analista Pleno
8206,F3FA,Masculino,39,Branco,Ensino Superior,SP,6,TI,Gerente
8207,7FE7,Masculino,24,Pardo,Ensino Superior,ES,3,TI,Gerente
8208,444E,Masculino,30,Branco,Ensino Superior,AM,6,Contabilidade,Analista Senior
8209,BBBE,Masculino,27,Branco,Ensino Medio,SP,7,TI,Analista Junior
8210,AA81,Masculino,34,Pardo,Ensino Medio,MG,6,Marketing,Analista Junior
8211,8C26,Feminino,29,Pardo,Ensino Superior,DF,4,Operacoes,Analista Pleno
8212,0264,Masculino,18,Branco,Mestrado,AL,,Contabilidade,Analista Pleno
8213,B51B,Masculino,40,Preto,Ensino Superior,SP,8,Desenvolvimento de Produtos,Analista Senior
8214,89A1,Masculino,36,Branco,Pos graduacao,MT,11,Contabilidade,Gerente
8215,05D6,Masculino,25,Pardo,Pos graduacao,PB,5,Marketing,Estagiario
8216,9DB1,Feminino,49,Branco,Ensino Superior,MG,9,Compras,Analista Junior
8217,55AA,Masculino,24,Branco,Ensino Superior,PB,,Vendas,Analista Junior
8218,310C,Feminino,42,Pardo,Ensino Superior,SC,6,Desenvolvimento de Produtos,Analista Senior
8219,1B19,Masculino,36,Pardo,Ensino Superior,SC,4,Recursos Humanos,Analista Senior
8220,BA24,Masculino,21,Pardo,Ensino Superior,RJ,5,TI,Gerente
8221,F6B8,Masculino,27,Branco,Mestrado,MG,8,Desenvolvimento de Produtos,Estagiario
8222,84AF,Feminino,36,Preto,Ensino Superior,PE,2,Desenvolvimento de Produtos,Analista Senior
8223,039B,Masculino,37,Pardo,Pos graduacao,DF,1,TI,Diretor
8224,6C3F,Masculino,42,Branco,Ensino Medio,RJ,6,Operacoes,Analista Junior
8225,A257,Feminino,45,Branco,Pos graduacao,GO,6,Vendas,Analista Senior
8226,6A14,Masculino,53,Preto,Ensino Superior,GO,,Operacoes,Analista Junior
8227,D3B5,Masculino,29,Pardo,Ensino Superior,MG,7,Recursos Humanos,Analista Pleno
8228,50B6,Masculino,57,Pardo,Ensino Superior,MG,7,Compras,Analista Junior
8229,8C19,Masculino,44,Pardo,Ensino Superior,SP,11,TI,Analista Senior
8230,D1EA,Masculino,20,Pardo,Pos graduacao,RJ,,Marketing,Analista Junior
8231,02C3,Masculino,29,Branco,Mestrado,RR,3,Vendas,Analista Senior
